ogc_fid,GEOMETRY,full_id,osm_id,osm_type,amenity,contact:line,contact:instagram,opening_hours:covid19,internet_access:ssid,addr:street:en,tents,camping,payment:electronic_purses,payment:debit_cards,payment:credit_cards,diet:gluten_free,drink:juice,coffee,description:fr,lanes,internet_access:type,name:vi,name:es,organic,toilets,payment:cash,currency:thb,addr:state,addr:country,name:ru,wlan,name:uk,name:de,description:en,addr:subdistrict,addr:province,entrance,diet:vegetarian,source:opening_hours,source:name,drive_through,drink:tea,name:fr,toilets:wheelchair,contact:website,name:alt,microroasting,facebook,drink:filter_coffee,drink:espresso,addr:city:source,source:amenity,name:ja,brand:th,brand:en,diet:vegan,level,alt_name,tourism,email,contact:phone,contact:facebook,addr:postcode,addr:city,operator,alt_name:en,wifi:password,wifi,addr:street,description,shop,smoking,outdoor_seating,internet_access:fee,air_conditioning,addr:housenumber,phone,breakfast,internet_access,name:zh,opening_hours,wheelchair,website,takeaway,official_name,name:th,name:en,name,cuisine,brand:wikipedia,brand:wikidata,brand,lat,long
630,,n4537983761,4537983761,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yin Dee,,,,,18.7911,98.99526
633,,n4539213080,4539213080,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/hana.zono.cafe.chiangmai.thailand,served,served,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,yes,,,,,,,,,Hana Zono,,,,,18.78747,98.96896
634,,n4539213084,4539213084,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncle Coffee,,,,,18.78656,98.96866
635,,n4552503190,4552503190,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miracle coffee,Miracle coffee,,,,,18.79438,98.99008
636,,n4553735161,4553735161,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top Coffee,,,,,19.17411,99.03027
638,,n4554412845,4554412845,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Near Mom Cafe,,,,,18.75947,99.13959
639,,n4555359051,4555359051,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/AsamaCafe,no,served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30-16:00,,,,,,,Asama,coffee_shop,,,,18.76502,98.95312
640,,n4556047500,4556047500,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,กาแฟโรงงาน,Coffactry,Coffactry,,,,,18.75351,99.12936
641,,n4557856199,4557856199,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sang,,,,,18.79062,98.99324
643,,n4559427489,4559427489,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,Come on coffe,Come on coffe,,,,,18.79234,98.99019
644,,n4563204089,4563204089,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ถนนช้างม่อย,,,,,,,295,,,wlan,,Tu-Su 08:00-19:00,,https://m.facebook.com/libernard295/,,,,Libernard Cafe,Libernard Cafe,breakfast;coffee_shop,,,,18.79028,98.99423
648,,n4586086268,4586086268,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;1,,,,,,,,,,,,,,,,,,,,,,,,24/7,,,,,,,Tom'n'Toms Coffee,,,,,18.8002,99.01883
649,,n4586086270,4586086270,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawee Coffee,,,,,18.80009,99.01839
650,,n4586796889,4586796889,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://www.facebook.com/Ma.chill.Chiangmai,served,served,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,yes,,Th-Tu 08:00-15:00,,https://machillespressochiangmaithailand.wordpress.com/,,,,,Ma-Chill,coffee_shop,,,,18.78117,98.99413
651,,n4591854123,4591854123,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De Doi Lo Coffee & Steak,,,,,,,,no,,,,,wlan,,,,,,,,De Doilo Coffee & Steak,เดอดอยหล่อ,,,,,18.48296,98.80221
653,,n4592642581,4592642581,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 10:00-18:00; We off,,,,,พอใจค็อฟฟี่,Porjai Coffee,พอใจค็อฟฟี่,,,,,18.90959,99.01696
654,,n4592959931,4592959931,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,กาแฟโบราณ,Boran Café,กาแฟโบราณ,,,,,18.91192,99.01714
655,,n4594757865,4594757865,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Love@Rimrin,,,,,18.97391,98.94586
656,,n4594764320,4594764320,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,Cat's Coffee,,,,,19.0261,98.94452
657,,n4595116409,4595116409,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,wlan,,,,,,,,,Chusin Coffee,,,,,19.14458,98.9998
659,,n4596223590,4596223590,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ถนนสุขเกษม,,,,,,,3/3,,,,,Mo-Su 09:00-21:00,,,,,,,Cat Me,,,,,18.79912,98.96572
660,,n4596241378,4596241378,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hug a Cup,,,,,18.79937,98.96409
661,,n4596241387,4596241387,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flapping Duck,Flapping Duck,,,,,18.80095,98.96368
662,,n4596413944,4596413944,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frenchie Cafe,,,,,18.79503,98.96369
663,,n4596413946,4596413946,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October,,,,,18.79506,98.96357
664,,n4596413947,4596413947,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shaker House,,,,,18.79695,98.96599
666,,n4601037990,4601037990,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 07:00-18:00,,https://www.facebook.com/pages/%E0%B8%94%E0%B8%AD%E0%B8%81%E0%B8%AA%E0%B8%99-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88-Dokson-Cafe/382796662062629,,,,Dokson Cafe,ดอกสนคาเฟ่,coffee_shop,,,,18.1467,98.34849
667,,n4602601056,4602601056,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 09:00-19:00,,,,,,,Pronto Café,,,,,18.87809,99.12522
668,,n4608105020,4608105020,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Chef,,,,,18.79305,98.98949
669,,n4608389285,4608389285,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aleenta Coffea,,,,,18.84394,99.01811
670,,n4608589190,4608589190,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonbon Cafe,,,,,18.84194,99.07077
671,,n4609472603,4609472603,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SP Coffee,,,,,18.74779,99.06739
673,,n4623096989,4623096989,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,no,,,,Lana coffee,,Lana coffee,coffee_shop,,,,18.78826,98.98834
674,,n4627695092,4627695092,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 07:00-17:00,,http://www.mingmitrcoffee.com,,,Mingmitr Coffee,,Mingmitr Coffee,tea;coffee_shop,,,,18.82943,99.01266
677,,n4636802719,4636802719,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 09:00-18:00,,,,,,,Es'satto Coffee,coffee_shop,,,,18.76172,99.04173
679,,n4641683190,4641683190,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853216883,,wlan,,Mo-Su 09:00-21:00,,,,,,Shewitkhontammada Coffee House,ชีวิตคนธรรมดา,coffee_shop;cake,,,,18.79446,98.97332
681,,n4655307491,4655307491,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/rakudaphotoartisans/,served,served,,,,,,,,,,,,,50200,Chiang Mai,,,,,ถนนสิงหราช ซอย1,,,,no,no,,11/2,,,yes,,,,,,,,,Rakuda,coffee_shop,,,,18.79067,98.98424
690,,n4691707613,4691707613,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green Cup,,,,,18.76563,98.99192
693,,n4694698200,4694698200,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,More Fresh Hydroponics Farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Fresh,spaghetti;salad,,,,18.73002,99.10949
695,,n4711076389,4711076389,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee Addict,,,,,18.79223,98.97852
699,,n4725230318,4725230318,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saha Coffee,coffe_shop,,,,18.75608,99.05094
700,,n4728841092,4728841092,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thap Rim Than,,Thap - Rim - Than,,,,,18.89913,98.86519
701,,n4730080789,4730080789,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viya,,Viya,,,,,18.78961,98.98356
703,,n4733771823,4733771823,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taan Joa Khun Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,Taan Joa Khun Coffee,Taan Joa Khun Coffee,Taan Joa Khun Coffee,,,,,19.91892,99.21269
704,,n4744942856,4744942856,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 11:00-20:00,,,,,,Barefoot Café,Barefoot Café,,,,,18.80988,98.96228
705,,n4748011323,4748011323,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,Fruiturday,juice,,,,18.78792,98.99268
706,,n4752385436,4752385436,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,กาแฟสดสังคม,,,,,18.8028,98.94962
709,,n4761003587,4761003587,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zaap C U Cafe,,,,,18.76346,99.00834
710,,n4763900042,4763900042,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee & Me,coffee_shop,,,,18.75698,99.00081
711,,n4786026322,4786026322,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,Mo-Su 08:00-18:00,,,,,,Moca coffee,Moca Coffee,cake;breakfast;coffee_shop,,,,19.10573,98.93681
712,,n4792155522,4792155522,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,Отличная жареная курица,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 22:00-05:00,,,,,ไก่ทอด​เที่ยงคืน,Midnight fried chicken,ไก่ทอด​เที่ยงคืน,,,,,18.78005,98.99811
713,,n4796690555,4796690555,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fresher Juice Bar,juice;smoothies,,,,18.78346,99.0057
714,,n4797812722,4797812722,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,http://acaba-coffee.com,,,,,Acaba Coffee Roastery,,,,,18.85906,99.27524
716,,n4811280524,4811280524,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:00-18:00,,,,,,,Art Roastery Huay Kaew,,,,,18.80644,98.95747
717,,n4820434529,4820434529,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,Vigie Sist Cafe,Vigie Sist Cafe,Vigie Sist Cafe,,,,,18.79219,98.99017
723,,n4867436723,4867436723,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,Mo-Su 08:00-19:00,,,,,,,Huan Hom Rada,coffee_shop,,,,18.64507,98.69757
724,,n4870779121,4870779121,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,art du café,,,,,18.77625,98.99949
726,,n4879583153,4879583153,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petit Cabane,bakery,,,,18.72092,98.96291
727,,n4879591522,4879591522,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ถนนช้างคลาน,,,,,,,,53204352,,,,"Mo-Th, Sa, Su 05:30-11:00",,,,,,,สภากาแฟ(เจ้าเก่า),sandwich;international;breakfast;crepe;tea;sausage;coffee_shop;pancake,,,,18.76831,98.99935
728,,n4880216345,4880216345,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30-20:00,,,,,,,Coffee Bee,coffee_shop,,,,18.76958,98.97673
729,,n4889011525,4889011525,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee or Me,,,,,,,,,,,,,,,,,coffeeorme@gmail.com,,,,,,,,,ค่ายลูกเสือ,,,,,,,132/1-1 Soi 5,6653218351,,wlan,,Mo-Su 09:30-17:00,,,,,Coffee or Me,Coffee or Me,Coffee or Me,tea;cake;coffee_shop,,,,18.82027,98.95124
730,,n4893144721,4893144721,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/YellowCraftsHomeBrewing/,served,served,,,,,,,,,,yellowcraftscafe@gmail.com,,,50200,,Vikran Jomekun,,,,ถนนสุเทพ,,,,,,,257/29,53278757,,wlan,,Mo-Su 07:00-19:00,,,,,,,Yellow Crafts,coffee_shop;tea;cake,,,,18.7893,98.96448
731,,n4905277321,4905277321,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,wlan,,,,,,,เฟรชแอนด์ไมลด์,Fresh& Mild,Fresh& Mild,coffee_shop,,,,18.79148,98.9748
737,,n4961026130,4961026130,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,Brown Rice Organic Cafe,Brown Rice Organic Cafe,,,,,18.78844,98.98258
738,,n4963189664,4963189664,node,cafe,,,,,,,,,,,,,,,,,,,,,yes,yes,Chiang Mai,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@bonbon.cafe,,,50100,Mae Hia,,,,,M.5 T,,,,,,,110/1-2,+66 83 866 1505,,,,Mo-Sa 08:30-18:00,,https://bonbon.cafe,,,,,Bon Bon Cafe,coffee_shop;tea,,,,18.73398,98.957
742,,n4995205024,4995205024,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ร้านหุ้มเบาะ,Saddle Recover,ร้านหุ้มเบาะ,,,,,18.79726,98.98984
744,,n5009187333,5009187333,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,yes,,"Mo-Fr 07:00-05:00, Sa 08:00-12:00",,,,,,,Rx Cafe,coffee_shop,,,,18.81614,98.98049
745,,n5021459625,5021459625,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vegetarian mountain,,Vegetarian mountain,,,,,18.76486,98.87569
749,,n5076571309,5076571309,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chill & View Cafe,,,,,19.37248,99.20481
756,,n5132374224,5132374224,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caffeine No. 5 Coffee,coffee_shop,,,,18.78694,99.01012
757,,n5141991928,5141991928,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee shop,,,,,18.83791,99.00007
762,,n5160870421,5160870421,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,Farm Kid Cafe,,Farm Kid Cafe,,,,,18.80047,99.01326
765,,n5185937222,5185937222,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,Coffee Point Changmai,,,,,18.78107,98.99607
766,,n5187642722,5187642722,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cafe in Wild,คาเฟ่ อิน ไวด์,,,,,19.22522,98.8149
768,,n5195686872,5195686872,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ducky Coffee,,,,,18.89615,99.04342
769,,n5201216548,5201216548,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://www.facebook.com/fieowcoffeeroom/,served,served,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,wlan,,Mo-Sa 09:00-17:00,,,,,,,Fieow Coffee Room,coffee_shop,,,,18.75473,99.00859
770,,n5202076922,5202076922,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://www.facebook.com/Taste.Cafe.chiangmai/,served,served,,,,,,,,,,,,,50200,,,,,,ถนน ๒ เชียงราย,,,outside,yes,no,,10,,,wlan,,Mo-Su 08:00-18:00,,,,,,Taste Cafe,Taste Cafe,coffee_shop,,,,18.79517,98.96309
775,,n5207438911,5207438911,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hillkoff Coffee,,,,,,,,,,,,,,,,Mo-Su 08:00-17:30,,,,,,,Homglai,coffee_shop,,,,18.76104,99.01824
779,,n5221139063,5221139063,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delicafe,,,,,18.76266,99.02307
780,,n5231429625,5231429625,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,5010,ouerdanine,,,,,Rompoi msaken,,,,,,,,,,,,,yes,,,,,,Gold land coffe,,,,,18.7877,98.99758
782,,n5234546423,5234546423,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ค่ายลูกเสือ,,,,,,,,,,,,,,,,,,,บ้านนายวิฑูรย์ ส่องแสง,,,,,18.82163,98.94973
786,,n5269068736,5269068736,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,yes,no,,,,,wlan,,,,,,,,,Gafre Café,,,,,19.92088,99.2128
788,,n5271206421,5271206421,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,อาคาร ภราดร,,,,,18.75209,98.96574
789,,n5272840682,5272840682,node,cafe,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,yes,no,,,,,,,,,,,,,,Café de Mountain,,,,,18.85441,98.7003
790,,n5273131423,5273131423,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chai Cafe,Chai Coffee,,,,,19.39749,98.93027
791,,n5274894622,5274894622,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ลานจอดรถ DTAC,,,,,18.79665,99.02501
792,,n5276808922,5276808922,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai lady,,,,,,,,,,,,,,wlan,,Mo-Su 09:00-19:00,,,,,,The Rabbit Union,สหภาพกระต่าย,american;barbecue;breakfast;burger;chicken;diner;fish_and_chips;ice_cream;italian;italian_pizza;mexican;pasta,,,,18.74273,98.92448
794,,n5287018021,5287018021,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ถนนราชวิถี ซอย 2,,,,,,,,810229292,,wlan,,Mo-Su 10:00-19:30,,,,,,Khun Kae's Juice Bar,Khun Kae's Juice Bar,,,,,18.79281,98.99165
798,,n5293932211,5293932211,node,cafe,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,09:00-17:00,,,,,,,Earth Home Cafe,,,,,19.21543,99.0089
803,,n5313364621,5313364621,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marche Dome,,,,,18.72816,98.9453
804,,n5313364622,5313364622,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet a Bit Cake,,,,,18.73062,98.94239
805,,n5313364627,5313364627,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danissa Bakery & Cafe,,,,,18.73098,98.94188
